SGL,Transect #,TransectMeterPlot,Genus,Species,Species common,Daubenmeyer,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time Category,Burn Unit,Days Since Burn,Notes
210,3,15m,Vaccinium,angustifolium,lowbush blueberry,2,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,15m,Gaultheria,procumbens,teaberry,2,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,15m,Acer,rubrum,red maple,1,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,20m,Vaccinium,angustifolium,lowbush blueberry,3,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,20m,Acer,rubrum,red maple,1,6,Never,Never,6-7-25,6-7-25,E,210-1,,
183,4,20m,Betula,lenta,black birch,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,20m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,20m,Gaultheria,procumbens,teaberry,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Pinus ,strobus,white pine,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Betula,lenta,black birch,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Gaultheria,procumbens,teaberry,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Betula,lenta,black birch,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Gaultheria,procumbens,teaberry,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Pinus ,strobus,white pine,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,,,pincushon moss,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,,,broom forkmoss,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,Pinus ,strobus,white pine,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,Acer,rubrum,red maple,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,,,pincushon moss,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,Gaultheria,procumbens,teaberry,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,,,common hair moss,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,,,pincushon moss,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,Quercus ,montana,chestnut oak,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,Avenella,flexuosa,wavy hair grass,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Vaccinium,angustifolium,lowbush blueberry,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Avenella,flexuosa,wavy hair grass,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Carex,pensylvanica,PA sedge,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Quercus ,montana,chestnut oak,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,,,pincushon moss,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Pinus ,strobus,white pine,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,,,common hair moss,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Dichanthelium,,dichanthelium sp.,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Betula,lenta,black birch,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Pinus,strobus,white pine,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Vaccinium,angustifolium,lowbush blueberry,4,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Gaultheria,procumbens,teaberry,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Acer ,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Carya ,glabra,pignut hickory,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Vaccinium,angustifolium,lowbush blueberry,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Acer,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Carex,pensylvanica,PA sedge,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Betula,lenta,black birch,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Betula,lenta,black birch,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Pinus ,strobus,white pine,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Maianthemum,racemosum,false Solomon's seal,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Acer,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,15m,Quercus ,montana,chestnut oak,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,15m,Carya ,glabra,pignut hickory,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,15m,Acer ,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,10m,Vaccinium,angustifolium,lowbush blueberry,4,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Pteridium,aquilinum,bracken fern,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Vaccinium,angustifolium,lowbush blueberry,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Carya ,glabra,pignut hickory,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Acer,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Avenella,flexuosa,wavy hair grass,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
